baseline,image_id,gt_category,gt_severity,gt_department,gt_description,pred_category,pred_severity,pred_department,pred_description,json_valid,raw_output,cat_correct,sev_correct,dept_correct
Hybrid-LlamaStruct-MistralDesc,broken_9,Broken Hospital Bed,high,Maintenance,"I was shocked to see the state of the hospital bed in my room, it's clearly broken and looks like it hasn't been maintained in a while. The room itself is also in a poor condition, which is unacceptable for a healthcare facility. I'm worried about the safety and hygiene of the environment.",Broken Hospital Bed,medium,Maintenance,"The hospital patient expressed concern over the broken bed in their hospital room. The room also appeared run down, adding to the patient's unease. The chosen category for this complaint is ""Broken Hospital Bed"" with a medium severity level. The department responsible for addressing this issue is ""Maintenance"".",True,"{""category"":""Broken Hospital Bed"",""severity"":""medium"",""department"":""Maintenance"",""complaint_description"":""Patient reported a damaged hospital bed with visible signs of wear and tear, and also expressed concern about the overall condition of the room.""}",True,False,True
Hybrid-LlamaStruct-MistralDesc,broken_1,Broken Hospital Bed,high,Maintenance,"I was shocked to see a broken hospital bed in one of the rooms, which is a serious concern for patient safety and comfort. The bed was clearly damaged and unusable, and the overall condition of the room was unacceptable. This is not the kind of environment I expect to see in a hospital.",Broken Hospital Bed,medium,Maintenance,There is a broken hospital bed in one of the hospital rooms. The bed appears to be damaged and in disrepair. The maintenance department needs to be notified to repair or replace the broken bed.,True,"{""category"":""Broken Hospital Bed"",""severity"":""medium"",""department"":""Maintenance"",""complaint_description"":""Patient reported a damaged hospital bed with visible signs of wear and tear, and the surrounding area is in disarray with graffiti on the walls.""}",True,False,True
Hybrid-LlamaStruct-MistralDesc,broken_4,Broken Hospital Bed,high,Maintenance,"I was shocked to see the state of the hospital bed in my room, it's clearly broken and looks like it hasn't been maintained in a long time. As a patient, I'm concerned about my safety and comfort. The hospital should provide a functional and clean bed for all patients.",Broken Hospital Bed,medium,Maintenance,"The hospital bed in the patient's room is broken and in a state of disrepair. The bed's frame is visibly broken, and the bed appears to be unsafe for use. The maintenance department is requested to promptly repair or replace the broken hospital bed.",True,"{""category"":""Broken Hospital Bed"",""severity"":""medium"",""department"":""Maintenance"",""complaint_description"":""Patient reported a damaged hospital bed with visible signs of wear and tear, including a broken frame, requiring repair or replacement to ensure patient safety.""}",True,False,True
Hybrid-LlamaStruct-MistralDesc,broken_21,Broken Hospital Bed,high,Maintenance,"I was assigned to a room with a broken hospital bed, which is unacceptable for a place of healing. The bed looks like it has been damaged for a while and it's surprising that it hasn't been replaced yet. This is a serious concern for patient safety and comfort.",Broken Hospital Bed,medium,Maintenance,The hospital room contains a broken and worn-out hospital bed. The bed appears to have a blanket carelessly thrown on it. The maintenance department is requested to address this issue as soon as possible.,True,"{""category"":""Broken Hospital Bed"",""severity"":""medium"",""department"":""Maintenance"",""complaint_description"":""Patient reported a damaged hospital bed in their room with visible signs of wear and tear, and a blanket draped over it.""}",True,False,True
Hybrid-LlamaStruct-MistralDesc,crowded_6,Crowded Hospital Waiting Room,medium,Administration,"I visited the hospital today and was shocked to see the waiting room was extremely crowded, with many patients forced to sit on the floor. This is not only uncomfortable but also unsanitary. The hospital should provide more seating and improve the waiting area conditions.",Crowded Hospital Waiting Room,medium,Administration,"The hospital waiting room is excessively crowded, resulting in patients sitting on the floor due to a lack of available seating. The uncomfortable and unsanitary conditions make for a distressing experience.",True,"{""category"":""Crowded Hospital Waiting Room"",""severity"":""medium"",""department"":""Administration"",""complaint_description"":""Patient reported overcrowding in the waiting room with insufficient seating, resulting in patients sitting on the floor and expressing concerns about cleanliness and comfort.""}",True,True,True
Hybrid-LlamaStruct-MistralDesc,crowded_1,Crowded Hospital Waiting Room,medium,Administration,I visited the hospital for my appointment and was shocked to see the waiting room overcrowded with patients. The lack of seating and space made it uncomfortable for everyone. It seems like the hospital is not managing its patient flow efficiently.,Crowded Hospital Waiting Room,medium,Administration,"The hospital waiting room is excessively crowded, leaving insufficient seating options for patients. This situation creates an uncomfortable and unpleasant experience for those waiting.",True,"{""category"":""Crowded Hospital Waiting Room"",""severity"":""medium"",""department"":""Administration"",""complaint_description"":""Patient reported overcrowding in the hospital waiting room with limited seating, causing discomfort.""}",True,True,True
Hybrid-LlamaStruct-MistralDesc,crowded_9,Crowded Hospital Waiting Room,medium,Administration,"I visited the hospital today and was shocked to see the waiting room in such a state. Patients, including the elderly, were forced to sleep on the floor due to the lack of seating. This is unacceptable and highlights the need for better waiting area management.",Crowded Hospital Waiting Room,high,Administration,"The hospital waiting room is excessively crowded, with patients sleeping on the floor due to a lack of available seating. This situation is of high severity and is a concern for the Administration department.",True,"{""category"":""Crowded Hospital Waiting Room"",""severity"":""high"",""department"":""Administration"",""complaint_description"":""Patient reported severe overcrowding in the hospital waiting room, with insufficient seating and patients forced to sleep on the floor.""}",True,False,True
Hybrid-LlamaStruct-MistralDesc,crowded_19,Crowded Hospital Waiting Room,medium,Administration,"I visited the hospital today and was shocked to see how crowded the waiting room was. There were not enough seats for all the patients and their families, and the staff seemed overwhelmed. This made it difficult for me to get the help I needed in a timely manner.",Crowded Hospital Waiting Room,medium,Administration,"The hospital waiting room is excessively crowded, making it uncomfortable and difficult for patients to receive assistance.",True,"{""category"":""Crowded Hospital Waiting Room"",""severity"":""medium"",""department"":""Administration"",""complaint_description"":""Patient reported overcrowding in the hospital waiting room, citing discomfort and difficulty accessing assistance due to the high volume of people.""}",True,True,True
Hybrid-LlamaStruct-MistralDesc,dirty_sc_12,Dirty Hospital Bathroom,high,Housekeeping,"I was shocked to see the state of the hospital bathroom, it was extremely dirty and unhygienic. The bathroom had two sinks and a window, but the overall condition was unacceptable. This is a serious concern for patient health and safety.",Dirty Hospital Bathroom,medium,Housekeeping,"The hospital bathroom is unfortunately quite dirty and unhygienic. Despite having two sinks and a window, the bathroom does not appear to be clean.",True,"{""category"":""Dirty Hospital Bathroom"",""severity"":""medium"",""department"":""Housekeeping"",""complaint_description"":""Patient reported the hospital bathroom as unhygienic with visible dirt, despite having two sinks and a window, indicating a need for improved cleaning and maintenance.""}",True,False,True
Hybrid-LlamaStruct-MistralDesc,dirty_sc_10,Dirty Hospital Bathroom,high,Housekeeping,"I was appalled by the condition of the hospital bathroom I visited, which was filthy and clearly hadn't been cleaned in a while. The toilet and urinals were dirty, and the whole area looked like it hadn't been disinfected. This is unacceptable for a healthcare facility.",Dirty Hospital Bathroom,high,Housekeeping,"The hospital bathroom in this facility is in a deplorable state. The bathroom is dirty and unhygienic, with visible grime and dirt on the toilet and urinals. The overall condition of the bathroom is unsanitary and requires immediate attention from the housekeeping department.",True,"{""category"":""Dirty Hospital Bathroom"",""severity"":""high"",""department"":""Housekeeping"",""complaint_description"":""Patient reported the hospital bathroom to be in an unsanitary condition with visible dirt and grime on the toilet and urinals, and described it as disgusting and gross.""}",True,True,True
Hybrid-LlamaStruct-MistralDesc,dirty_5,Dirty Hospital Bathroom,high,Housekeeping,"I was appalled by the state of the hospital bathroom, which was filthy and clearly hadn't been cleaned in a while. The urinals and sink were clogged with dirt and grime, making it unusable. This is unacceptable for a healthcare facility.",Dirty Hospital Bathroom,high,Housekeeping,"The hospital bathroom in this facility is in a deplorable state. The bathroom is covered in dirt and grime, making it an unhygienic and unpleasant environment. The sink and urinals are particularly affected, rendering them unusable. The housekeeping department must address this issue promptly to ensure the health and well-being of patients and staff.",True,"{""category"":""Dirty Hospital Bathroom"",""severity"":""high"",""department"":""Housekeeping"",""complaint_description"":""Patient reported the hospital bathroom to be unhygienic with visible dirt and grime, particularly affecting the urinals and sink, making them unusable.""}",True,True,True
Hybrid-LlamaStruct-MistralDesc,nursing_9,Empty / Unstaffed Nursing Station,critical,Nursing,"I visited the nursing station to ask for assistance, but there was no one available to help me. The station was completely empty, with no staff in sight. This lack of staffing is concerning and affects the quality of care.",Empty / Unstaffed Nursing Station,high,Nursing,"The nursing station at the hospital was empty and unstaffed during my visit. The reception counter was devoid of personnel, leaving me concerned about the quality of care being provided.",True,"{""category"":""Empty / Unstaffed Nursing Station"",""severity"":""high"",""department"":""Nursing"",""complaint_description"":""Patient reported visiting the nursing station and finding it unstaffed with no personnel present to attend to patients or visitors, causing concern.""}",True,False,True
Hybrid-LlamaStruct-MistralDesc,nursing_22,Empty / Unstaffed Nursing Station,critical,Nursing,"I visited the hospital and was concerned to find the nursing station completely unstaffed. There was no one available to answer questions or provide assistance, which is unacceptable for a healthcare facility. This lack of staffing is alarming and raises concerns about patient care.",Empty / Unstaffed Nursing Station,high,Nursing,"The hospital nursing station is currently unstaffed and empty, with no medical personnel present to assist or answer questions. This situation is of high severity as it leaves patients without access to essential nursing services.",True,"{""category"":""Empty / Unstaffed Nursing Station"",""severity"":""high"",""department"":""Nursing"",""complaint_description"":""Patient arrived at hospital to find nursing station unattended with no medical staff present to provide assistance or answer questions.""}",True,False,True
Hybrid-LlamaStruct-MistralDesc,nursing_7,Empty / Unstaffed Nursing Station,critical,Nursing,"I visited the nursing station to ask for assistance, but there was no one available to help me. The station was completely empty and I was left waiting with no idea when someone would arrive. This lack of staffing is concerning and affects the quality of care.",Empty / Unstaffed Nursing Station,high,Nursing,The nursing station at the hospital was found to be empty and unstaffed during a recent visit. The absence of personnel at the reception desk is concerning and warrants further attention.,True,"{""category"":""Empty / Unstaffed Nursing Station"",""severity"":""high"",""department"":""Nursing"",""complaint_description"":""Patient reported visiting the nursing station and finding it unstaffed with no personnel present at the reception desk, causing concern for patient care and support.""}",True,False,True
Hybrid-LlamaStruct-MistralDesc,trash_11,Overflowing Hospital Trash (Outside),medium,Waste Management,I visited the hospital in a rural area and was appalled to see the trash bins outside overflowing with garbage. The area was littered with waste and had a strong unpleasant odor. This is a serious health concern and needs to be addressed immediately.,Overflowing Hospital Trash (Outside),medium,Waste Management,"The trash bins outside the hospital are overflowing with garbage, creating a gross and unpleasant environment. The surrounding area appears to be littered with waste, and the smell is noticeably bad. This situation falls under the category of Overflowing Hospital Trash (Outside), with a medium severity level, and is related to the Waste Management department.",True,"{""category"":""Overflowing Hospital Trash (Outside)"",""severity"":""medium"",""department"":""Waste Management"",""complaint_description"":""Patient reported overflowing trash bins outside the hospital with surrounding litter and unpleasant odor.""}",True,True,True
Hybrid-LlamaStruct-MistralDesc,trash_19,Overflowing Hospital Trash (Outside),medium,Waste Management,"I visited the hospital today and was appalled to see the trash bins outside overflowing with garbage. The smell and sight are unbearable, and it's a health concern for patients and visitors alike. The hospital should take immediate action to address this issue.",Overflowing Hospital Trash (Outside),high,Waste Management,"The outside hospital trash bins are severely overflowing, creating a gross and unpleasant environment. The surrounding area appears to be affected by the overflow. This situation is of high severity and requires immediate attention from the Waste Management department.",True,"{""category"":""Overflowing Hospital Trash (Outside)"",""severity"":""high"",""department"":""Waste Management"",""complaint_description"":""Patient reported overflowing trash bins outside the hospital, causing unpleasant odors and unsanitary conditions in the surrounding area.""}",True,False,True
Hybrid-LlamaStruct-MistralDesc,trash_7,Overflowing Hospital Trash (Outside),medium,Waste Management,"I was appalled to see the trash bins outside the hospital overflowing with garbage, which is not only an eyesore but also a health concern. The fact that it's raining makes the situation even worse, as the trash is scattered all over the place. This is unacceptable for a hospital that is supposed to maintain high standards of cleanliness.",Overflowing Hospital Trash (Outside),high,Waste Management,"The trash cans outside the hospital are severely overflowing, creating a disgusting and unsanitary environment. With the rain, the situation is only getting worse. This issue falls under the Waste Management department and requires immediate attention due to the high severity.",True,"{""category"":""Overflowing Hospital Trash (Outside)"",""severity"":""high"",""department"":""Waste Management"",""complaint_description"":""Patient reported overflowing trash bins outside the hospital, with garbage visible on the ground, exacerbated by rainy conditions.""}",True,False,True
Hybrid-LlamaStruct-MistralDesc,rats_sc_3,Rats / Rodent Infestation,critical,Pest Control,"I was shocked to see a rat in the hospital room where my family member is being treated. The rodent was roaming freely near the beds, which is completely unacceptable in a healthcare setting. This is a serious concern for patient safety and hygiene.",Rats / Rodent Infestation,critical,Pest Control,"A rat has been discovered in a hospital room, located next to the beds. This infestation poses a critical threat to patient safety and is utterly disgusting. Immediate action from the Pest Control department is required.",True,"{""category"":""Rats / Rodent Infestation"",""severity"":""critical"",""department"":""Pest Control"",""complaint_description"":""Rodent spotted in patient care area, near hospital beds, posing significant risk to patient health and safety.""}",True,True,True
Hybrid-LlamaStruct-MistralDesc,rats_8,Rats / Rodent Infestation,critical,Pest Control,"I was shocked to see a rat in my hospital room, which is completely unacceptable. The room had yellow walls and the rat was roaming around freely. This is a serious health concern and I demand immediate action.",Rats / Rodent Infestation,critical,Pest Control,"A patient in the hospital reported finding a rat in their room. The patient expressed their concern and disgust, stating that they are critically worried about their health due to the infestation. The patient requested that the hospital's pest control department be notified immediately to address the issue.",True,"{""category"":""Rats / Rodent Infestation"",""severity"":""critical"",""department"":""Pest Control"",""complaint_description"":""Patient reported a rodent sighting in their hospital room, expressing concern for their health and well-being.""}",True,True,True
Hybrid-LlamaStruct-MistralDesc,rats_9,Rats / Rodent Infestation,critical,Pest Control,I was shocked to see a rat on the floor of my hospital room. This is completely unacceptable and I'm worried about the health and safety implications. I demand that the hospital takes immediate action to address this issue.,Rats / Rodent Infestation,critical,Pest Control,"A rat was observed on the hospital room floor, in close proximity to patient areas. The presence of rodents raises significant concerns about cleanliness and potential health risks. This issue requires immediate attention from the Pest Control department.",True,"{""category"":""Rats / Rodent Infestation"",""severity"":""critical"",""department"":""Pest Control"",""complaint_description"":""Patient reported seeing a rodent in their hospital room, raising serious concerns about cleanliness and safety.""}",True,True,True
Hybrid-LlamaStruct-MistralDesc,rats_sc_5,Rats / Rodent Infestation,critical,Pest Control,"I was shocked to see a rat in my hospital room, which is completely unacceptable. The presence of rodents in a healthcare setting is a serious concern for patient safety and hygiene. I demand immediate attention to this issue to ensure a clean and safe environment for all patients.",Rats / Rodent Infestation,critical,Pest Control,"A rat has been discovered in a hospital patient's room, posing a significant health risk. The presence of this rodent is unacceptable and requires immediate attention from the Pest Control department.",True,"{""category"":""Rats / Rodent Infestation"",""severity"":""critical"",""department"":""Pest Control"",""complaint_description"":""Patient reported a rodent sighting in their hospital room, posing a significant health risk and requiring immediate attention.""}",True,True,True
Hybrid-LlamaStruct-MistralDesc,curtain_15,Torn Hospital Privacy Curtain,low,Housekeeping,I was admitted to the hospital and noticed that the privacy curtain in my room was torn. This made me feel uncomfortable and concerned about my privacy. I hope this can be addressed soon to ensure all patients have a comfortable and private stay.,Torn Hospital Privacy Curtain,medium,Nursing,"The hospital privacy curtain in the room is torn, compromising patient privacy and creating an uncomfortable environment. The nursing department is requested to address this issue promptly.",True,"{""category"":""Torn Hospital Privacy Curtain"",""severity"":""medium"",""department"":""Nursing"",""complaint_description"":""Patient reported a torn privacy curtain in their hospital room, compromising their privacy and causing discomfort.""}",True,False,False
Hybrid-LlamaStruct-MistralDesc,curtain_6,Torn Hospital Privacy Curtain,low,Housekeeping,"I was admitted to the hospital and noticed that the privacy curtain in my room was torn, which made me feel uncomfortable and concerned about my privacy. The tear is quite noticeable and I think it should be replaced. I hope the hospital can take care of this issue soon.",Torn Hospital Privacy Curtain,medium,Housekeeping,There is a torn hospital privacy curtain in a patient's room. The tear compromises patient privacy and creates an uncomfortable environment for the patient. The housekeeping department is requested to address this issue promptly.,True,"{""category"":""Torn Hospital Privacy Curtain"",""severity"":""medium"",""department"":""Housekeeping"",""complaint_description"":""Patient reported a torn privacy curtain in their hospital room, compromising their privacy and comfort.""}",True,False,True
Hybrid-LlamaStruct-MistralDesc,curtain_14,Torn Hospital Privacy Curtain,low,Housekeeping,I was admitted to the general ward and noticed that the privacy curtain in my room was torn and damaged. This is concerning as it may affect my privacy during my stay. I hope this can be addressed promptly to ensure a comfortable and private recovery.,Torn Hospital Privacy Curtain,medium,Housekeeping,"The hospital housekeeping department received a medium severity complaint regarding a torn privacy curtain in a patient's room. The curtain appears to have a significant tear, potentially compromising patient privacy. The patient requested that the curtain be fixed or replaced as soon as possible.",True,"{""category"":""Torn Hospital Privacy Curtain"",""severity"":""medium"",""department"":""Housekeeping"",""complaint_description"":""Patient reported a significantly torn privacy curtain next to their hospital bed, potentially compromising their privacy.""}",True,False,True
Hybrid-LlamaStruct-MistralDesc,food_1,Unappetizing Hospital Food Tray,low,Dietary,"I was disappointed to see the hospital food tray looked unappetizing, which made me lose my appetite. The presentation of the food was uninviting and I was not looking forward to eating it. This experience was not what I expected from a hospital.",Unappetizing Hospital Food Tray,medium,Dietary,"The hospital food tray presented an unappetizing appearance, causing a patient to lose their appetite.",True,"{""category"":""Unappetizing Hospital Food Tray"",""severity"":""medium"",""department"":""Dietary"",""complaint_description"":""Patient expressed dissatisfaction with the appearance of their hospital food tray, stating it looks unappetizing and has lost their appetite as a result.""}",True,False,True
Hybrid-LlamaStruct-MistralDesc,food_8,Unappetizing Hospital Food Tray,low,Dietary,I was disappointed with the food served to me during my hospital stay. The food on my tray looked unappetizing and did not smell fresh. I was expecting a more satisfying meal to help with my recovery.,Unappetizing Hospital Food Tray,medium,Dietary,"The hospital food tray presented an unappetizing sight, with food that did not appear fresh. A woman nearby expressed her displeasure with the food, raising concerns about the quality of the hospital's dietary offerings.",True,"{""category"":""Unappetizing Hospital Food Tray"",""severity"":""medium"",""department"":""Dietary"",""complaint_description"":""Patient expressed dissatisfaction with the appearance of their food tray, describing it as unappetizing and questioning its freshness.""}",True,False,True
Hybrid-LlamaStruct-MistralDesc,hygiene_3,Unhygienic / Contaminated Hospital Food,high,Dietary,"I was appalled to see the state of the hospital kitchen where my food was being prepared. The kitchen was dirty and the staff seemed to be handling food in a way that could easily spread infection. As a patient, I'm worried about the risk of getting sick from the food.",Unhygienic / Contaminated Hospital Food,critical,Dietary,"Patient reported severe unhygienic conditions in the hospital kitchen, with visible signs of contamination and improper food handling, posing a significant risk to patient health.",True,"{""category"":""Unhygienic / Contaminated Hospital Food"",""severity"":""critical"",""department"":""Dietary"",""complaint_description"":""Patient reported severe unhygienic conditions in the hospital kitchen, with visible signs of contamination and improper food handling, posing a significant risk to patient health.""}",True,False,True
Hybrid-LlamaStruct-MistralDesc,hygiene_16,Unhygienic / Contaminated Hospital Food,high,Dietary,"I was appalled to see the state of the hospital kitchen, where food was being prepared in a clearly unhygienic manner. The conditions were unsanitary and I fear for the health and safety of patients who may be served this food. I hope the hospital takes immediate action to address this issue.",Unhygienic / Contaminated Hospital Food,critical,Dietary,"The hospital kitchen is preparing food in an unhygienic and contaminated environment, posing a critical risk to patient safety. The Dietary department must immediately address these issues to ensure the health and wellbeing of hospital patients.",True,"{""category"":""Unhygienic / Contaminated Hospital Food"",""severity"":""critical"",""department"":""Dietary"",""complaint_description"":""Patient reported severe unhygienic food handling practices in the hospital kitchen, with visible signs of contamination, compromising food safety.""}",True,False,True
Hybrid-LlamaStruct-MistralDesc,hygiene_1,Unhygienic / Contaminated Hospital Food,high,Dietary,"I was served contaminated food during my stay at the hospital, which is unacceptable. The food had visible signs of contamination and I'm worried about my health. I hope the hospital takes immediate action to address this issue.",Unhygienic / Contaminated Hospital Food,critical,Dietary,The hospital food served in the Dietary department was described as contaminated and unhygienic by the complainant. They reported visible signs of contamination on the food and expressed concern about getting sick from it. The severity of the complaint was categorized as critical.,True,"{""category"":""Unhygienic / Contaminated Hospital Food"",""severity"":""critical"",""department"":""Dietary"",""complaint_description"":""Patient reported visible signs of contamination on their food tray, expressing concern about the risk of getting sick due to unhygienic food handling practices.""}",True,False,True
Hybrid-LlamaStruct-MistralDesc,puddle_21,Water Puddle on Hospital Floor,medium,Facilities Management,"I was walking down the hospital floor and noticed a significant amount of water leaking from the ceiling, creating a puddle that could be a slipping hazard. The water appears to be coming from a leak in the ceiling and it's making the floor very slippery. This is a concern for patient safety.",Water Puddle on Hospital Floor,medium,Maintenance,"There is a water leak on the hospital floor, resulting in a medium-sized water puddle. The area is slippery and poses a potential safety hazard. The Maintenance department has been notified to address the issue.",True,"{""category"":""Water Puddle on Hospital Floor"",""severity"":""medium"",""department"":""Maintenance"",""complaint_description"":""Patient reported water leak on hospital floor, creating slippery surface and requiring immediate cleanup.""}",True,True,False
Hybrid-LlamaStruct-MistralDesc,puddle_17,Water Puddle on Hospital Floor,medium,Facilities Management,I was visiting my family member on the general ward and noticed that there was a significant amount of water on the floor. It was so wet that someone was even using an umbrella to stay dry. This is a slipping hazard and I'm concerned about the safety of patients and visitors.,Water Puddle on Hospital Floor,medium,Maintenance,There is a significant water puddle on the hospital floor in the general ward. The issue is so severe that a person has been seen using an umbrella to navigate the area. Maintenance department is requested to address this water puddle issue as soon as possible.,True,"{""category"":""Water Puddle on Hospital Floor"",""severity"":""medium"",""department"":""Maintenance"",""complaint_description"":""Patient reported water accumulation on the general ward floor, causing slipping hazard and requiring immediate attention.""}",True,True,False
Hybrid-LlamaStruct-MistralDesc,puddle_15,Water Puddle on Hospital Floor,medium,Facilities Management,"I was walking down the hospital floor and noticed that there were water puddles everywhere, which could be a slipping hazard. The orange lines on the floor seem to be a warning, but the puddles themselves are still a concern. I'm worried about the safety and cleanliness of the hospital.",Water Puddle on Hospital Floor,medium,Facilities Management,There is a significant issue with water puddles on the hospital floor. The puddles are scattered across the floor and create a slippery surface. The orange lines are present but do little to mitigate the hazard. This situation poses a medium severity risk and is best addressed by the Facilities Management department.,True,"{""category"":""Water Puddle on Hospital Floor"",""severity"":""medium"",""department"":""Facilities Management"",""complaint_description"":""Patient reported water puddles on the hospital floor, posing a slip hazard despite the presence of caution lines.""}",True,True,True
